Kadar Al2O3;Reactive SiO2 (Kaolinite, Clay,Ect);Fe2O3 (Hematite — INERT in NaOH);TiO2 (Rutile/Anatase — INERT);CaO (Calcium Oxide — INERT);MgO (Magnesium Oxide — INERT);Na2O (Sodium Oxide — INERT);K2O (Potassium Oxide — INERT);Cr2O3 (Chromium Oxide — INERT);Others;Alumunium Feed (Al) from bauxite   ;Alumunium in Recycled Spent Liquor  ;Alumunium Lost in Red Mud   ;Alumina Hydrate Seed;Alumunium Recovery Rate (From Feed) ;Pure Al(OH)3 (dry, precipitated)    ;NaOH Consumed (Net, Digestion)  ;Net Make-up NaOH Required (Recycled Spent Liquor)   ;CaOH Consumed (Net, Pre-Desilication)   ;CaOH2 Lost in Red Mud (Net, Clarification)  ;CaOH2  consumption (Net, Spent Liquor Conditioning) ;Total CaO consumed  ;CaO Addition in process ;Water Consumption (Pre-Decilication, Digestion, Precipitation)  ;Water added from redmud washing into conditioning   ;Water removed through evaporation   ;Wet Red Mud Discharge   ;-----;Bauxite Particle size ;Target Ca/Si Ratio in Pre-Desilication Slurry   ;Pre-Desilication Process Efficiency ;Digestion Efficiency of Bauxite   ;Steam Injected Into digester    ;Suhu Digester   ;L/S Ratio (Liquor-to-Solid in Digester) ;Target NaOH Solution Concentration in Digestion Tank    ;Digestion Steam Evaporation Loss    ;Steam Flashing Water release    ;Precipitation Temperature   ;Precipitation Yield (Al(OH)? from liquor)   ;Clarification Process Efficiency    ;Seed Alumino Hydrate Ratio  ;Free Moisture in Wet Alumina Hydrate    ;NaOH affected by carbonation    ;Wash Water Added to Red Mud (ton/ton RM)    ;Red Mud Wash Efficiency ;Spent Liquor Na2CO3 conversion efficiency   ;Minimum Causticity (Active NaOH/(NaOH+Na2CO3)   ;Total NaOH OPEX (per Hr)  ;Total CaO OPEX (Per Hr);Total OPEX;Al/Si Rati;Bauxite Feed Rate;Moisture in Bauxite;Dry Bauxite Feed rate
54.13%;5.44%;19.42%;1.79%;0.41%;0.43%;0.02%;0.08%;0.03%;18.25%;226.0305126;56.15734433;13.52824657;663.9279629;86.12%;562.7669583;325.7246818;42.6805888;20.01009389;0.020010094;4.982513378;18.91478293;9.083493006;335.6750022;412.8475672;516.5258005;313.1154418;;72.82154846;1.2;80.00%;99.09%;0.05;141.8668823;3;152.1320496;0.03;0.02;66.20358276;0.798126876;98.00%;2.246995211;0.1;0.1;2.5;80.00%;0.9;0.85;21340.2944;1418.60872;22758.90312;9.94841504;1000;0.2;800
55.74%;2.03%;19.29%;2.24%;0.40%;0.39%;0.09%;0.37%;0.14%;19.31%;229.1676155;74.70784138;33.15893933;724.4888047;94.54%;626.366609;320.6939079;38.55516986;51.52814085;0.051528141;12.83050707;48.70759751;41.7223982;483.6388058;621.6897968;554.2031477;469.7896596;;68.66291809;1.2;80.00%;95.12%;0.05;147.5249634;3;141.6772156;0.03;0.02;64.58713531;0.745686573;98.00%;2.811604977;0.1;0.1;2.5;80.00%;0.9;0.85;19277.58493;3653.069813;22930.65474;27.49764993;1000;0.2;800
58.75%;2.06%;18.15%;1.85%;1.05%;0.75%;0.09%;0.13%;0.06%;17.12%;235.9917282;59.23222736;13.04045478;851.3946993;85.11%;580.6720818;327.3611053;31.56136921;19.19757287;0.019197573;4.780195645;18.14673763;5.248479071;340.8408951;500.0388152;598.8236973;378.5420989;;64.2059021;1.2;80.00%;98.65%;0.05;141.4805603;3;153.8005829;0.03;0.02;58.14619064;0.754627979;98.00%;2.663367271;0.1;0.1;2.5;80.00%;0.9;0.85;15780.68461;1361.005322;17141.68993;28.51687211;1000;0.2;800
54.03%;6.82%;24.87%;0.98%;1.20%;0.42%;0.01%;0.32%;0.09%;11.27%;248.720094;72.89770926;13.37095461;897.3836784;91.85%;660.464222;357.7223064;58.23526034;19.50985798;0.019509858;4.857954637;18.4419289;6.432714577;378.8874233;448.1331533;527.8031012;339.8735164;;68.02346802;1.2;80.00%;97.76%;0.05;143.680481;3;147.4150085;0.03;0.02;54.36105728;0.787624673;98.00%;2.047421932;0.1;0.1;2.5;80.00%;0.9;0.85;29117.63017;1383.144668;30500.77484;7.923808643;1000;0.2;800
57.86%;2.10%;21.77%;1.90%;1.22%;0.61%;0.03%;0.54%;0.05%;13.92%;228.7362395;79.22551185;41.25324818;665.2326961;91.85%;607.3814188;312.141707;5.614990336;64.57227993;0.06457228;16.0784977;61.03772752;47.82027838;523.9916515;777.6715838;659.6649147;586.850817;;50.69571686;1.2;80.00%;97.33%;0.05;147.7879944;3;150.3846741;0.03;0.02;60.10779953;0.80538667;98.00%;2.362046003;0.1;0.1;2.5;80.00%;0.9;0.85;2807.495168;4577.829564;7385.324732;27.51226824;1000;0.2;800
49.48%;2.99%;14.59%;0.42%;1.29%;0.50%;0.12%;0.55%;0.07%;29.99%;244.9762032;61.00412817;13.54921845;750.3035457;93.45%;661.8108028;347.5337929;44.02331646;19.91785769;0.019917858;4.959546564;18.82759555;-3.060206059;380.9229338;524.6676692;592.8315355;397.0713675;;63.40119553;1.2;80.00%;100.00%;0.05;143.8732147;3;153.3826752;0.03;0.02;50.08597565;0.777734491;98.00%;2.394494057;0.1;0.1;2.5;80.00%;0.9;0.85;22011.65823;1412.069666;23423.7279;16.56183182;1000;0.2;800
52.14%;2.61%;21.23%;2.71%;0.41%;0.60%;0.24%;0.39%;0.06%;19.61%;209.4844548;59.95638127;18.62169549;690.9231347;93.03%;563.4424081;301.592608;45.20530086;28.29362242;0.028293622;7.045111983;26.74488833;12.68946599;367.236538;404.4907191;451.3673751;306.7447609;;65.59024811;1.2;80.00%;99.05%;0.05;140.2050934;3;149.1389465;0.03;0.02;59.07448959;0.824005491;98.00%;2.982618809;0.1;0.1;2.5;80.00%;0.9;0.85;22602.65043;2005.866625;24608.51706;19.96432203;1000;0.2;800
56.36%;4.39%;15.01%;2.11%;1.01%;0.89%;0.21%;0.40%;0.01%;19.60%;220.7541698;59.78902403;16.45113193;887.3018786;97.50%;622.2773352;316.4711456;14.27034167;24.73429135;0.024734291;6.158838545;23.38038764;14.81682041;381.2776841;535.3468285;577.3600741;404.9854972;;51.58411407;1.2;80.00%;95.77%;0.05;146.3325195;3;143.9539948;0.03;0.02;57.39056396;0.782928035;98.00%;2.196022987;0.1;0.1;2.5;80.00%;0.9;0.85;7135.170837;1753.529073;8888.69991;12.84295598;1000;0.2;800
61.29%;6.60%;23.62%;0.30%;0.86%;0.26%;0.11%;0.36%;0.06%;6.54%;238.6204868;50.23749984;26.88919434;650.893988;83.42%;575.5040312;326.9136326;39.03358694;41.56117873;0.041561179;10.3487335;39.28620618;26.57558804;423.0090479;544.8470091;552.9368403;411.9527113;;72.19361877;1.2;80.00%;100.00%;0.05;142.1418762;3;153.3531952;0.03;0.02;53.92687607;0.791269638;98.00%;2.380493402;0.1;0.1;2.5;80.00%;0.9;0.85;19516.79347;2946.465464;22463.25893;9.28619101;1000;0.2;800
51.87%;5.00%;15.96%;0.64%;1.39%;0.72%;0.07%;0.35%;0.12%;23.88%;259.5049968;59.3433311;40.03609296;800.9360496;86.21%;646.7711417;364.9612276;51.68398688;62.51053775;0.062510538;15.5651239;59.08884083;44.45243672;534.6532389;717.0241129;632.7484169;541.3366636;;53.70107651;1.2;80.00%;95.77%;0.05;140.0787811;3;158.7566528;0.03;0.02;56.14176178;0.807040013;98.00%;2.659466267;0.1;0.1;2.5;80.00%;0.9;0.85;25841.99344;4431.663062;30273.6565;10.37423366;1000;0.2;800
54.73%;2.64%;18.70%;1.68%;1.04%;0.50%;0.19%;0.25%;0.12%;20.15%;219.6043387;63.63056706;30.46049674;780.9195572;90.73%;576.0367014;298.2617758;39.55695555;47.35109361;0.047351094;11.79042231;44.75919315;21.91832654;444.7431288;561.1902773;519.5866978;424.2789971;;72.79924774;1.2;80.00%;99.62%;0.05;140.221283;3;147.039856;0.03;0.02;61.37760162;0.79714182;98.00%;2.736272812;0.1;0.1;2.5;80.00%;0.9;0.85;19778.47778;3356.939487;23135.41726;20.70554753;1000;0.2;800
55.54%;4.82%;23.11%;2.55%;0.92%;0.53%;0.30%;0.07%;0.06%;12.09%;231.7235443;51.67062106;16.65289731;820.9053018;91.16%;610.6878284;334.3336982;19.32800092;25.03390306;0.025033903;6.233441862;23.66359923;6.470507864;376.9479585;472.6630087;536.4503775;358.0002782;;52.33111572;1.2;80.00%;92.55%;0.05;140.3921661;3;159.8597412;0.03;0.02;58.8822937;0.771516147;98.00%;2.090916157;0.1;0.1;2.5;80.00%;0.9;0.85;9664.000462;1774.769942;11438.7704;11.51321871;1000;0.2;800
53.72%;4.58%;13.57%;2.85%;0.70%;0.83%;0.23%;0.48%;0.12%;22.89%;235.1633472;58.08196076;29.44013175;617.4187003;82.05%;557.8157059;310.6514385;71.98293423;45.68966785;0.045689668;11.3767273;43.18871039;31.12527254;430.6051732;717.5591463;703.7243821;541.4897377;;73.92414856;1.2;80.00%;99.83%;0.05;145.9978638;3;144.6215668;0.03;0.02;66.90885162;0.784026549;98.00%;2.915130377;0.1;0.1;2.5;80.00%;0.9;0.85;35991.46712;3239.153279;39230.6204;11.71983986;1000;0.2;800
58.17%;4.91%;22.83%;1.88%;1.43%;0.88%;0.02%;0.06%;0.14%;9.67%;227.4596;61.22416861;28.07279737;894.2072692;90.28%;593.6721969;322.9631715;5.219535398;43.41379151;0.043413792;10.81003409;41.03741079;26.82493095;438.440034;511.7389788;498.5436111;387.3356263;;59.86285019;1.2;80.00%;96.89%;0.05;146.7813416;3;143.9612732;0.03;0.02;54.26816177;0.741580746;98.00%;2.379470825;0.1;0.1;2.5;80.00%;0.9;0.85;2609.767699;3077.805809;5687.573508;11.84235485;1000;0.2;800
55.05%;1.87%;18.74%;0.43%;1.28%;0.78%;0.26%;0.44%;0.03%;21.12%;246.2944561;60.8432578;30.04771114;757.0034774;81.91%;583.2571921;340.1123367;59.44805235;46.52235476;0.046522355;11.58406633;43.97581774;24.39405946;444.840121;679.7166493;674.9142216;513.2266397;;57.79336166;1.2;80.00%;99.76%;0.05;140.17659;3;145.618576;0.03;0.02;60.70983124;0.805807376;98.00%;2.07618475;0.1;0.1;2.5;80.00%;0.9;0.85;29724.02618;3298.186331;33022.21251;29.40206628;1000;0.2;800
52.20%;4.01%;15.35%;0.38%;0.43%;0.50%;0.11%;0.60%;0.02%;26.41%;233.0922683;74.74463716;12.22514188;679.0392105;101.19%;681.9019776;339.1027399;19.37708167;17.73352774;0.017733528;4.415648407;16.76283129;-2.245682925;382.5026647;420.4661528;477.8931435;319.0328707;;68.10382843;1.2;80.00%;97.84%;0.05;143.4522247;3;159.5756226;0.03;0.02;55.50616074;0.774885851;98.00%;2.731613159;0.1;0.1;2.5;80.00%;0.9;0.85;9688.540834;1257.212347;10945.75318;13.01864177;1000;0.2;800
56.18%;2.53%;24.29%;1.21%;0.28%;0.76%;0.27%;0.24%;0.10%;14.14%;220.9985506;61.62113186;24.65841604;811.2592848;89.27%;570.3762043;309.1172699;73.6549168;37.97247208;0.037972472;9.455145549;35.89393788;29.1014408;406.8827457;482.4568488;492.0319237;365.1930833;;60.07430649;1.2;80.00%;98.48%;0.05;149.331543;3;154.3362885;0.03;0.02;58.6142807;0.799922443;98.00%;2.531874895;0.1;0.1;2.5;80.00%;0.9;0.85;36827.4584;2692.045341;39519.50374;22.24522478;1000;0.2;800
51.62%;3.33%;12.05%;0.96%;1.39%;0.66%;0.21%;0.24%;0.07%;29.46%;237.8370249;61.47258211;16.01295841;795.554129;93.69%;644.2252624;339.8932018;23.67182652;23.91595833;0.023915958;5.955073624;22.60684847;13.1973369;388.4217243;562.4684933;617.0426927;425.5089815;;54.13993454;1.2;80.00%;100.00%;0.05;142.2767639;3;149.2211151;0.03;0.02;53.79135513;0.785332013;98.00%;2.655581951;0.1;0.1;2.5;80.00%;0.9;0.85;11835.91326;1695.513636;13531.4269;15.49661864;1000;0.2;800
55.87%;6.21%;18.40%;2.22%;1.07%;0.55%;0.28%;0.48%;0.08%;14.85%;218.5598659;60.28408489;20.67754353;790.376175;92.80%;586.3527534;314.0195958;26.82064649;31.54849111;0.031548491;7.855574287;29.82159227;14.17890249;390.3034495;386.9094293;418.6351569;293.6392684;;53.86116028;1.2;80.00%;99.66%;0.05;145.1247253;3;144.5528107;0.03;0.02;68.0379715;0.807919479;98.00%;2.857335091;0.1;0.1;2.5;80.00%;0.9;0.85;13410.32324;2236.619421;15646.94266;8.993154423;1000;0.2;800
59.41%;6.46%;23.13%;1.80%;0.47%;0.30%;0.11%;0.07%;0.02%;8.23%;236.5240462;59.65607581;37.66119982;895.4170235;89.35%;610.9553126;331.0040073;21.28116859;58.83129008;0.05883129;14.64899123;55.61098753;41.17199347;504.6431138;654.6431734;574.4963439;494.3962674;;67.44473267;1.2;80.00%;99.93%;0.05;148.2616882;3;156.6074677;0.03;0.02;56.74459457;0.735615412;98.00%;2.195750713;0.1;0.1;2.5;80.00%;0.9;0.85;10640.5843;4170.824065;14811.40836;9.196970946;1000;0.2;800
58.39%;4.97%;22.03%;1.66%;0.39%;0.45%;0.15%;0.40%;0.05%;11.53%;251.5501815;54.51312994;39.16069499;708.8128297;79.16%;575.672421;353.371129;92.61372639;61.18217942;0.061182179;15.23436268;57.83319407;43.01763171;496.8062885;722.148945;672.5617911;545.0296398;;64.90923309;1.2;80.00%;99.82%;0.05;146.0247498;3;149.2063599;0.03;0.02;58.91620255;0.794342305;98.00%;2.249769926;0.1;0.1;2.5;80.00%;0.9;0.85;46306.86319;4337.489555;50644.35275;11.75734416;1000;0.2;800
52.42%;7.87%;22.44%;2.12%;1.12%;0.67%;0.03%;0.29%;0.14%;12.91%;247.1951369;75.98564641;30.45292609;771.0947699;94.46%;675.0534003;351.0006571;9.764871818;47.0300905;0.04703009;11.71049253;44.45576108;29.85767696;489.480701;638.1946311;589.7169241;482.4391592;;73.23886871;1.2;80.00%;99.27%;0.05;147.5172119;3;158.8233032;0.03;0.02;51.8500061;0.78374305;98.00%;2.416998863;0.1;0.1;2.5;80.00%;0.9;0.85;4882.435909;3334.182081;8216.61799;6.659908861;1000;0.2;800
53.14%;5.02%;23.00%;2.29%;1.27%;0.75%;0.07%;0.09%;0.13%;14.25%;221.9244669;65.25291138;47.36229977;735.3023968;86.40%;554.3327794;303.4736577;57.02229024;74.5387357;0.074538736;18.56014519;70.45864022;52.65828741;537.093922;801.1497003;663.3735945;604.1843696;;68.11933899;1.2;80.00%;99.21%;0.05;141.52565;3;155.0828094;0.03;0.02;59.64131546;0.816480269;98.00%;2.137829304;0.1;0.1;2.5;80.00%;0.9;0.85;28511.14512;5284.398016;33795.54313;10.58499449;1000;0.2;800
53.75%;2.58%;19.57%;0.48%;0.26%;0.84%;0.15%;0.27%;0.04%;22.06%;224.9719332;56.90141482;30.6006517;636.8796117;91.47%;594.9444673;316.1109305;25.44786344;47.54258885;0.047542589;11.83810462;44.94020634;20.74473569;454.2085496;672.1572587;635.3349146;507.5526913;;52.0994339;1.2;80.00%;96.83%;0.05;147.7258453;3;143.5236664;0.03;0.02;54.89250946;0.7802094;98.00%;2.139090538;0.1;0.1;2.5;80.00%;0.9;0.85;12723.93172;3370.515476;16094.4472;20.86901715;1000;0.2;800
53.81%;4.77%;17.12%;1.77%;1.20%;0.59%;0.25%;0.10%;0.13%;20.26%;227.5758095;50.37025023;16.20982933;617.862929;87.11%;573.090575;319.4896937;23.80348076;24.39322508;0.024393225;6.073913045;23.05799064;12.04538421;357.0696956;491.3970959;565.6401339;371.9371582;;65.27218628;1.2;80.00%;100.00%;0.05;148.8655701;3;142.5032349;0.03;0.02;58.00017166;0.802594857;98.00%;2.040983438;0.1;0.1;2.5;80.00%;0.9;0.85;11901.74038;1729.349298;13631.08968;11.28641251;1000;0.2;800
54.73%;3.90%;18.26%;1.91%;0.95%;0.70%;0.17%;0.43%;0.11%;18.85%;227.836341;59.99111397;29.15082982;624.5740613;91.80%;604.6482576;323.4855834;28.47424732;45.15566068;0.045155661;11.24375951;42.68393366;28.49019821;450.1277991;548.9329547;521.9361942;415.0644567;;55.81932831;1.2;80.00%;99.62%;0.05;141.1110992;3;151.1174622;0.03;0.02;63.39529419;0.787884476;98.00%;2.92104578;0.1;0.1;2.5;80.00%;0.9;0.85;14237.12366;3201.295025;17438.41868;14.02465628;1000;0.2;800
57.06%;6.85%;13.74%;2.95%;0.61%;0.42%;0.12%;0.54%;0.13%;17.58%;231.7006557;55.69582768;24.06124255;888.6431803;89.52%;599.6631798;330.5816238;64.84831473;36.95559164;0.036955592;9.201942317;34.93271935;18.88040291;416.7253222;536.8607855;553.1920472;405.9893864;;69.01273346;1.2;80.00%;99.21%;0.05;142.245575;3;150.011322;0.03;0.02;67.11166382;0.760682322;98.00%;2.678897858;0.1;0.1;2.5;80.00%;0.9;0.85;32424.15736;2619.953952;35044.11131;8.330135144;1000;0.2;800
52.24%;4.39%;16.97%;1.01%;0.45%;0.76%;0.13%;0.34%;0.10%;23.62%;241.5886378;60.14066697;41.42639468;851.9229149;82.88%;578.8330305;335.2065908;50.03850565;64.87383631;0.064873836;16.15358524;61.32277734;49.51096239;512.192879;626.4283582;543.5744864;473.2580148;;69.5166626;1.2;80.00%;96.38%;0.05;149.9062347;3;141.9550476;0.03;0.02;55.0573349;0.740879027;98.00%;2.295519352;0.1;0.1;2.5;80.00%;0.9;0.85;25019.25282;4599.2083;29618.46112;11.90534016;1000;0.2;800
60.64%;5.86%;18.46%;2.77%;0.44%;0.52%;0.15%;0.45%;0.11%;10.59%;221.1701773;67.28732812;26.8919697;690.236132;85.68%;547.862498;303.9470928;24.93824201;41.55563091;0.041555631;10.3473521;39.28096203;23.50819852;410.0358018;549.3175844;552.3392437;415.4263579;;68.08456421;1.2;80.00%;99.39%;0.05;144.5483398;3;144.0609131;0.03;0.02;56.36422729;0.802194648;98.00%;2.330808401;0.1;0.1;2.5;80.00%;0.9;0.85;12469.12101;2946.072153;15415.19316;10.34040325;1000;0.2;800
61.69%;3.31%;12.74%;1.56%;1.05%;0.80%;0.14%;0.30%;0.05%;18.36%;256.7177088;70.45477889;35.73821423;804.0784003;91.50%;679.1266242;360.945267;15.94893755;55.5345779;0.055534578;13.8281099;52.49473052;41.19764114;523.4010771;649.8654526;572.568648;491.08595;;54.99410248;1.2;80.00%;97.45%;0.05;144.3230438;3;148.5156708;0.03;0.02;51.19088364;0.795950803;98.00%;2.253171921;0.1;0.1;2.5;80.00%;0.9;0.85;7974.468777;3937.104789;11911.57357;18.66128302;1000;0.2;800
57.05%;3.70%;19.12%;1.23%;1.25%;0.44%;0.04%;0.52%;0.03%;16.61%;261.1728626;62.70463935;20.68237106;754.3784328;90.32%;681.9341591;367.9456386;31.87120338;31.30629495;0.031306295;7.795267442;29.59265343;10.72300929;433.3958778;432.9243789;461.1129621;328.3995323;;73.81427765;1.2;80.00%;99.88%;0.05;141.5569611;3;153.7035522;0.03;0.02;67.35331726;0.819353571;98.00%;2.444896221;0.1;0.1;2.5;80.00%;0.9;0.85;15935.60169;2219.449007;18155.0507;15.41583631;1000;0.2;800
49.37%;3.31%;21.34%;0.94%;1.24%;0.72%;0.18%;0.34%;0.08%;22.48%;241.5428101;65.30814111;22.95886047;794.5687537;96.26%;672.1950786;346.580949;41.06013435;35.04871881;0.035048719;8.727130983;33.13022478;17.22480375;442.7490111;523.9099081;522.478121;396.5214696;;50.34827423;1.2;80.00%;94.76%;0.05;143.0205994;3;152.594986;0.03;0.02;65.15898895;0.739453974;98.00%;2.977048874;0.1;0.1;2.5;80.00%;0.9;0.85;20530.06717;2484.766859;23014.83403;14.90921052;1000;0.2;800
58.75%;7.01%;14.04%;2.66%;1.44%;0.55%;0.15%;0.44%;0.04%;14.93%;209.0349346;55.89563983;20.46587184;813.6084103;83.04%;501.8579049;284.9039872;47.61555966;31.36240426;0.031362404;7.809238662;29.64569143;13.15172871;350.4871284;575.2978173;629.3795186;434.7577334;;72.84586334;1.2;80.00%;99.99%;0.05;148.673645;3;150.2758942;0.03;0.02;54.81892395;0.751609557;98.00%;2.497662783;0.1;0.1;2.5;80.00%;0.9;0.85;23807.77983;2223.426858;26031.20669;8.384735651;1000;0.2;800
50.41%;2.22%;22.56%;2.86%;0.88%;0.85%;0.23%;0.35%;0.12%;19.53%;248.7204977;64.99753346;42.39873441;830.653504;83.36%;599.423078;347.7438398;48.2842842;66.35403324;0.066354033;16.52215428;62.72195136;45.3153978;527.3653813;626.9022987;537.6338067;473.7368044;;50.82910919;1.2;80.00%;99.10%;0.05;146.0739746;3;147.4925537;0.03;0.02;55.81295395;0.803270661;98.00%;2.826951504;0.1;0.1;2.5;80.00%;0.9;0.85;24142.1421;4704.146352;28846.28845;22.72152321;1000;0.2;800
56.73%;6.77%;17.48%;1.27%;0.70%;0.46%;0.11%;0.29%;0.12%;16.06%;213.4139403;73.02478682;14.16616512;863.5696682;101.22%;624.5075759;306.9963382;9.007843051;21.01021346;0.021010213;5.231543151;19.86015804;0.361889422;368.2504186;543.5043877;590.9675122;411.2016636;;61.12505722;1.2;80.00%;100.00%;0.05;140.138504;3;152.0872498;0.03;0.02;52.58306503;0.79869231;98.00%;2.103304863;0.1;0.1;2.5;80.00%;0.9;0.85;4503.921525;1489.511853;5993.433378;8.384698179;1000;0.2;800
52.12%;5.89%;12.89%;0.45%;0.51%;0.45%;0.22%;0.47%;0.05%;26.95%;240.2027285;57.29499074;40.92506343;662.3812768;86.80%;602.799188;335.8569538;53.21035357;64.08193617;0.064081936;15.95640211;60.57422416;51.0570294;520.2691943;645.5197951;552.8199628;487.5091922;;70.94924927;1.2;80.00%;97.60%;0.05;140.4429932;3;145.1993561;0.03;0.02;65.92988586;0.813326546;98.00%;2.573815823;0.1;0.1;2.5;80.00%;0.9;0.85;26605.17678;4543.066812;31148.2436;8.842141503;1000;0.2;800
52.76%;5.02%;16.41%;0.34%;1.34%;0.27%;0.07%;0.41%;0.09%;23.28%;220.6620602;56.81561128;35.70545216;746.6683954;88.76%;566.2281635;302.5967654;12.84203117;55.82327743;0.055823277;13.89999608;52.76762724;36.6377439;472.5040262;535.3161022;467.501085;404.7832641;;59.13373184;1.2;80.00%;93.18%;0.05;140.7483215;3;154.107132;0.03;0.02;64.48730469;0.747188759;98.00%;2.373089552;0.1;0.1;2.5;80.00%;0.9;0.85;6421.015586;3957.572043;10378.58763;10.51380717;1000;0.2;800
62.96%;3.79%;22.34%;1.29%;0.96%;0.33%;0.09%;0.44%;0.06%;7.73%;223.380632;48.88435251;30.50366275;652.1954801;77.21%;498.6075117;295.8871552;80.51076955;47.52593071;0.047525931;11.83395675;44.92446003;23.72624171;409.6335485;578.1099135;576.8555221;436.6962939;;62.84339142;1.2;80.00%;98.64%;0.05;147.9410095;3;148.5852356;0.03;0.02;65.65016937;0.755194116;98.00%;2.884083748;0.1;0.1;2.5;80.00%;0.9;0.85;40255.38477;3369.334502;43624.71928;16.63015341;1000;0.2;800
52.96%;4.19%;21.48%;1.89%;1.16%;0.63%;0.03%;0.28%;0.14%;17.24%;266.5625886;62.1227228;23.53358766;986.4709098;85.48%;658.7668002;378.789719;42.01765541;35.85486276;0.035854863;8.927860828;33.89224209;17.29602024;439.7163158;589.8416741;622.250336;446.1587966;;58.37426758;1.2;80.00%;99.85%;0.05;140.0751953;3;142.6526642;0.03;0.02;60.33021164;0.748687798;98.00%;2.524729252;0.1;0.1;2.5;80.00%;0.9;0.85;21008.8277;2541.918157;23550.74586;12.65101368;1000;0.2;800
58.91%;4.57%;17.55%;0.96%;0.69%;0.40%;0.11%;0.20%;0.05%;16.55%;224.2260975;78.79183845;25.79437289;817.2512804;92.75%;601.2768899;319.4113779;21.09785627;39.64660059;0.039646601;9.872003548;37.47642807;21.46001594;427.2977764;596.9641524;591.7562876;451.3538158;;65.87769318;1.2;80.00%;97.22%;0.05;145.7036591;3;148.5864868;0.03;0.02;60.91496277;0.776879897;98.00%;2.054081917;0.1;0.1;2.5;80.00%;0.9;0.85;10548.92813;2810.732105;13359.66024;12.90026497;1000;0.2;800
51.01%;4.54%;17.23%;2.49%;0.39%;0.28%;0.15%;0.26%;0.03%;23.61%;249.4238116;74.34813245;28.08748568;692.4799347;90.48%;652.4623241;346.6781036;42.80493017;43.24982991;0.04324983;10.76920765;40.8824241;27.88659383;464.7006104;554.4421735;530.073535;419.477312;;74.10392761;1.2;80.00%;98.97%;0.05;149.1854553;3;155.0761414;0.03;0.02;56.80491257;0.773893158;98.00%;2.741756678;0.1;0.1;2.5;80.00%;0.9;0.85;21402.46509;3066.181808;24468.64689;11.22879233;1000;0.2;800
59.39%;1.91%;16.17%;1.15%;1.08%;0.59%;0.17%;0.12%;0.15%;19.27%;215.9785501;69.55968933;27.8126076;831.8055308;92.23%;575.8747715;303.606801;45.32523074;43.02517983;0.04302518;10.71326978;40.6700709;29.41670984;428.5687548;554.8869885;535.4607022;419.613923;;62.50911713;1.2;80.00%;99.39%;0.05;149.1575775;3;146.3932953;0.03;0.02;66.90370941;0.793878662;98.00%;2.994392872;0.1;0.1;2.5;80.00%;0.9;0.85;22662.61537;3050.255318;25712.87069;31.07791825;1000;0.2;800
56.80%;3.30%;19.61%;0.79%;1.43%;0.53%;0.17%;0.28%;0.04%;17.07%;251.452192;62.4003165;12.4719289;986.9937569;93.93%;682.836803;364.8156014;22.87825588;18.09875198;0.018098752;4.506589243;17.10806391;0.35708632;384.100957;390.1190323;469.5511731;296.3269657;;54.31923294;1.2;80.00%;99.94%;0.05;149.8582306;3;144.4524994;0.03;0.02;63.43654633;0.742024629;98.00%;2.282899857;0.1;0.1;2.5;80.00%;0.9;0.85;11439.12794;1283.104793;12722.23273;17.23679744;1000;0.2;800
52.66%;6.89%;22.43%;1.04%;0.64%;0.74%;0.05%;0.22%;0.06%;15.27%;240.4701745;66.18177079;20.57635149;742.0718023;88.11%;612.5250826;346.3893097;49.46948704;31.20683777;0.031206838;7.770502606;29.49864033;14.70219888;401.008112;501.8351474;549.259847;379.9681685;;65.39483643;1.2;80.00%;100.00%;0.05;147.489151;3;140.6372528;0.03;0.02;66.47163391;0.76088218;98.00%;2.464233875;0.1;0.1;2.5;80.00%;0.9;0.85;24734.74352;2212.398025;26947.14155;7.640279455;1000;0.2;800
58.55%;1.79%;19.70%;2.95%;1.39%;0.44%;0.13%;0.17%;0.06%;14.82%;222.9359822;78.32163029;41.6770088;794.6933469;90.16%;581.124248;309.8898954;19.32220972;65.27036612;0.065270366;16.25232116;61.69760192;50.7347433;514.5910008;729.5348874;620.5722651;550.6348515;;69.99033356;1.2;80.00%;99.11%;0.05;146.3043823;3;149.2668762;0.03;0.02;53.51979828;0.744361317;98.00%;2.841457129;0.1;0.1;2.5;80.00%;0.9;0.85;9661.104858;4627.320144;14288.425;32.63379867;1000;0.2;800
50.71%;4.00%;18.07%;0.38%;0.89%;0.53%;0.29%;0.05%;0.10%;24.97%;247.9024632;67.48313171;11.78955606;941.2415296;89.75%;643.2506095;358.946071;55.51993923;16.99254133;0.016992541;4.231142792;16.06240494;-7.315125575;361.5501113;468.9420249;569.6995013;355.4302387;;60.75157928;1.2;80.00%;98.53%;0.05;141.6132965;3;159.5788727;0.03;0.02;53.58723831;0.809136639;98.00%;2.555828094;0.1;0.1;2.5;80.00%;0.9;0.85;27759.96962;1204.68037;28964.64999;12.66313346;1000;0.2;800
