Kadar Al2O3;Reactive SiO2 (Kaolinite, Clay,Ect);Fe2O3 (Hematite — INERT in NaOH);TiO2 (Rutile/Anatase — INERT);CaO (Calcium Oxide — INERT);MgO (Magnesium Oxide — INERT);Na2O (Sodium Oxide — INERT);K2O (Potassium Oxide — INERT);Cr2O3 (Chromium Oxide — INERT);Others;Alumunium Feed (Al) from bauxite   ;Alumunium in Recycled Spent Liquor  ;Alumunium Lost in Red Mud   ;Alumina Hydrate Seed;Alumunium Recovery Rate (From Feed) ;Pure Al(OH)3 (dry, precipitated)    ;NaOH Consumed (Net, Digestion)  ;Net Make-up NaOH Required (Recycled Spent Liquor)   ;CaOH Consumed (Net, Pre-Desilication)   ;CaOH2 Lost in Red Mud (Net, Clarification)  ;CaOH2  consumption (Net, Spent Liquor Conditioning) ;Total CaO consumed  ;CaO Addition in process ;Water Consumption (Pre-Decilication, Digestion, Precipitation)  ;Water added from redmud washing into conditioning   ;Water removed through evaporation   ;Wet Red Mud Discharge   ;-----;Bauxite Particle size ;Target Ca/Si Ratio in Pre-Desilication Slurry   ;Pre-Desilication Process Efficiency ;Digestion Efficiency of Bauxite   ;Steam Injected Into digester    ;Suhu Digester   ;L/S Ratio (Liquor-to-Solid in Digester) ;Target NaOH Solution Concentration in Digestion Tank    ;Digestion Steam Evaporation Loss    ;Steam Flashing Water release    ;Precipitation Temperature   ;Precipitation Yield (Al(OH)? from liquor)   ;Clarification Process Efficiency    ;Seed Alumino Hydrate Ratio  ;Free Moisture in Wet Alumina Hydrate    ;NaOH affected by carbonation    ;Wash Water Added to Red Mud (ton/ton RM)    ;Red Mud Wash Efficiency ;Spent Liquor Na2CO3 conversion efficiency   ;Minimum Causticity (Active NaOH/(NaOH+Na2CO3)   ;Total NaOH OPEX (per Hr)  ;Total CaO OPEX (Per Hr);Total OPEX;Al/Si Rati;Bauxite Feed Rate;Moisture in Bauxite;Dry Bauxite Feed rate
56.15%;7.31%;19.12%;0.57%;0.25%;0.26%;0.20%;0.37%;0.07%;15.70%;237.7288348;55.9293619;44.0912374;6387.9065138;84.31%;579.4516105;326.6277554;44.2715013;69.2300429;0.2230170;17.2382807;65.4405343;50.4467372;721.0884131;694.4992956;393.7773624;524.2947006;;66.60497284;1.2;80.00%;98.70%;0.05;143.3306732;3;159.3258362;0.03;0.02;56.69251251;0.794597507;98.00%;2.863108873;0.1;0.1;2.5;80.00%;0.9;0.85;22135.7506696;4908.0400698;27043.7907394;7.6812585;1000;0.2;800
49.91%;1.74%;19.54%;0.28%;0.52%;0.27%;0.15%;0.55%;0.14%;26.90%;211.3098156;55.8325096;11.2583102;4351.7233589;92.40%;564.4529892;297.5551932;35.2597295;16.4788337;0.1620981;4.1032296;15.5768166;8.3239019;368.9558194;444.4199665;489.9985244;336.5570506;;70.44919586;1.2;80.00%;96.53%;0.05;144.8540955;3;140.8665466;0.03;0.02;57.52693558;0.790322423;98.00%;2.294463634;0.1;0.1;2.5;80.00%;0.9;0.85;17629.8647640;1168.2612478;18798.1260118;28.6839080;1000;0.2;800
62.67%;1.90%;13.37%;0.28%;0.69%;0.63%;0.26%;0.09%;0.06%;20.04%;265.3333229;86.1514494;12.5628352;6567.9592734;96.13%;737.3906663;387.3688939;2.1002189;17.9941288;0.0000000;4.4805381;17.0091676;8.1118469;459.0304536;324.6117625;344.4066929;247.6401303;;53.96635056;1.2;80.00%;99.94%;0.05;144.9594269;3;145.7789307;0.03;0.02;63.6564827;0.759718470;98.00%;2.620026588;0.1;0.1;2.5;80.00%;0.9;0.85;1050.1094748;1275.6875694;2325.7970443;32.9842105;1000;0.2;800
50.95%;4.92%;21.37%;1.66%;1.12%;0.51%;0.22%;0.54%;0.09%;18.62%;215.7129855;56.4934734;29.9771729;5384.5350917;88.61%;552.5712395;303.6328439;39.0232104;46.5953230;0.2020988;11.6022354;44.0447919;26.3393088;560.6437377;631.4594845;480.8592648;476.8647245;;52.75576401;1.2;80.00%;99.50%;0.05;141.1618958;3;147.5656433;0.03;0.02;58.7919426;0.784461896;98.00%;2.65036726;0.1;0.1;2.5;80.00%;0.9;0.85;19511.6052150;3303.3593904;22814.9646054;10.3556911;1000;0.2;800
49.30%;3.68%;22.37%;0.62%;0.44%;0.56%;0.03%;0.30%;0.13%;22.56%;208.7271871;55.6582106;22.6594506;4763.8523719;90.40%;545.5254850;295.2477807;39.1023412;34.8517863;0.2058443;8.6780948;32.9440720;22.8827350;480.1228234;572.0610592;499.3822992;432.2679796;;63.83797073;1.2;80.00%;98.89%;0.05;145.3961945;3;144.4620209;0.03;0.02;58.69609451;0.784830839;98.00%;2.450754881;0.1;0.1;2.5;80.00%;0.9;0.85;19551.1705825;2470.8053977;22021.9759801;13.3967391;1000;0.2;800
50.92%;6.78%;22.02%;1.30%;1.22%;0.81%;0.04%;0.29%;0.11%;16.50%;215.5859710;50.8864006;40.8435346;5422.2266591;80.80%;503.6273217;285.5354405;42.3516933;64.2106281;0.2694753;15.9884464;60.6958717;38.8841694;652.8457104;759.8872451;499.2663405;572.9955555;;68.93350983;1.2;80.00%;94.95%;0.05;141.0820923;3;147.0434418;0.03;0.02;58.36146545;0.786564014;98.00%;2.764498711;0.1;0.1;2.5;80.00%;0.9;0.85;21175.8466488;4552.1903794;25728.0370282;7.5103245;1000;0.2;800
52.92%;4.78%;14.63%;2.82%;0.81%;0.38%;0.23%;0.39%;0.10%;22.93%;224.0536053;50.6696013;29.1667047;4823.5269470;89.49%;579.6609117;317.0059601;37.2330168;45.2694398;0.0877216;11.2720905;42.7914848;27.8148569;564.5101946;529.4867407;384.5670262;400.3127347;;54.32377625;1.2;80.00%;99.72%;0.05;144.2912598;3;141.2234802;0.03;0.02;53.01617813;0.811300926;98.00%;2.362068653;0.1;0.1;2.5;80.00%;0.9;0.85;18616.5083779;3209.3613589;21825.8697368;11.0711297;1000;0.2;800
62.65%;3.66%;23.18%;2.78%;0.87%;0.54%;0.25%;0.31%;0.10%;5.65%;265.2486465;59.2498096;22.7580195;5556.3406040;90.10%;690.9101780;370.0294561;37.7434203;34.6623744;0.0000000;8.6309312;32.7650281;19.2992419;546.5706192;641.0468813;555.9132954;484.4587274;;67.13763428;1.2;80.00%;96.68%;0.05;141.2034454;3;153.5174866;0.03;0.02;52.33292389;0.814414006;98.00%;2.409747124;0.1;0.1;2.5;80.00%;0.9;0.85;18871.7101284;2457.3771075;21329.0872359;17.1174863;1000;0.2;800
61.20%;7.35%;15.41%;2.38%;1.04%;0.47%;0.05%;0.57%;0.14%;11.40%;259.1096116;55.4152856;44.4202370;5284.7906991;86.52%;648.1503272;362.1407815;42.7768485;69.6088667;0.0000000;17.3326078;65.7986220;44.4137235;754.9600336;663.6899975;353.6938578;501.2487573;;54.15759277;1.2;80.00%;100.00%;0.05;146.5390167;3;150.4468842;0.03;0.02;52.21609879;0.814902181;98.00%;2.20156312;0.1;0.1;2.5;80.00%;0.9;0.85;21388.4242367;4934.8966502;26323.3208869;8.3265306;1000;0.2;800
49.68%;2.07%;17.40%;1.71%;0.97%;0.37%;0.10%;0.38%;0.08%;27.24%;210.3360377;49.8739195;13.1759831;5305.2164050;92.55%;562.7556346;297.9109940;38.0197306;19.6041298;0.2383642;4.8814283;18.5310405;7.0915384;388.5002203;440.0551483;465.7657647;333.2829610;;60.48918533;1.2;80.00%;97.42%;0.05;140.1557007;3;148.9591827;0.03;0.02;53.54200745;0.809038018;98.00%;2.848257542;0.1;0.1;2.5;80.00%;0.9;0.85;19009.8652801;1389.8280362;20399.6933163;24.0000000;1000;0.2;800
55.25%;3.15%;21.26%;1.99%;0.47%;0.30%;0.15%;0.56%;0.13%;16.75%;233.9183994;68.2913439;19.6748413;5978.3482145;89.90%;607.9912793;325.4456873;41.2467762;29.8323714;0.2317061;7.4282605;28.1994094;18.8401672;476.4284862;572.4847931;527.5142183;433.0244009;;71.6875;1.2;80.00%;96.35%;0.05;141.4967804;3;159.7384186;0.03;0.02;62.22724915;0.767195851;98.00%;2.767028809;0.1;0.1;2.5;80.00%;0.9;0.85;20623.3880779;2114.9557072;22738.3437852;17.5396825;1000;0.2;800
61.61%;5.63%;14.72%;1.86%;1.31%;0.80%;0.24%;0.38%;0.12%;13.32%;260.8454767;53.7791282;34.3083919;4802.6307352;88.52%;667.5042034;365.5002163;35.8658220;53.3194448;0.0000000;13.2765418;50.4008492;29.9133147;657.7828234;573.0348593;367.6231326;433.3028331;;64.18437958;1.2;80.00%;98.75%;0.05;144.0783997;3;150.2813873;0.03;0.02;50.00019073;0.824322780;98.00%;2.065809727;0.1;0.1;2.5;80.00%;0.9;0.85;17932.9109954;3780.0636926;21712.9746880;10.9431616;1000;0.2;800
55.79%;6.80%;21.75%;0.55%;1.16%;0.39%;0.14%;0.44%;0.04%;12.95%;236.2046607;62.6503528;41.1266508;4938.5255773;86.20%;588.6116084;329.4279061;44.5475541;64.4000399;0.2145869;16.0356099;60.8749156;39.5076625;693.5844887;704.9653936;435.1053379;532.2516797;;60.11022186;1.2;80.00%;99.87%;0.05;144.703476;3;159.6144257;0.03;0.02;60.25056458;0.777177942;98.00%;2.165826559;0.1;0.1;2.5;80.00%;0.9;0.85;22273.7770566;4565.6186696;26839.3957262;8.2044118;1000;0.2;800
51.06%;3.56%;20.53%;1.72%;1.38%;0.74%;0.18%;0.25%;0.11%;20.47%;216.1787054;75.1357929;22.0569639;4820.0798387;90.30%;564.3751014;304.6065939;36.8470694;33.7153150;0.1402218;8.3951134;31.8698088;14.5017763;481.7466682;561.3113536;493.9212561;424.4561517;;63.85402298;1.2;80.00%;98.24%;0.05;144.5895844;3;141.5258484;0.03;0.02;68.33222961;0.733870376;98.00%;2.256189346;0.1;0.1;2.5;80.00%;0.9;0.85;18423.5346914;2390.2356564;20813.7703479;14.3426966;1000;0.2;800
60.81%;6.06%;24.41%;2.03%;0.74%;0.33%;0.24%;0.19%;0.10%;5.10%;257.4584229;53.4101625;36.8171206;5597.5470694;87.47%;651.0701204;358.6868689;42.5045398;57.3918003;0.0838664;14.2905583;54.2502924;37.5584169;676.8298384;742.2888741;512.1006730;560.2574215;;63.95547867;1.2;80.00%;98.57%;0.05;142.0984497;3;158.1889496;0.03;0.02;50.69400024;0.821497004;98.00%;2.424262524;0.1;0.1;2.5;80.00%;0.9;0.85;21252.2698920;4068.7719320;25321.0418241;10.0346535;1000;0.2;800
58.06%;6.32%;16.65%;0.94%;0.29%;0.40%;0.07%;0.60%;0.02%;16.65%;245.8154257;69.9319184;38.3758661;6120.3974762;87.64%;622.8423803;345.2516062;42.8103530;59.8541548;0.0690805;14.9036845;56.5778627;43.0238275;679.4999214;608.1081941;364.4870555;459.6920440;;65.17285156;1.2;80.00%;99.92%;0.05;149.2545471;3;151.0507202;0.03;0.02;62.21365738;0.767269901;98.00%;2.555566788;0.1;0.1;2.5;80.00%;0.9;0.85;21405.1764755;4243.3397047;25648.5161802;9.1867089;1000;0.2;800
56.71%;4.85%;18.01%;0.34%;0.58%;0.38%;0.08%;0.30%;0.14%;18.62%;240.0997725;76.3183648;29.7244534;5458.4814015;87.90%;610.1733714;333.1332971;38.9178409;45.9323814;0.0197338;11.4371630;43.4181383;30.1570828;582.5964390;565.5059521;413.9736608;427.7015491;;71.82038116;1.2;80.00%;97.43%;0.05;146.7401581;3;140.861145;0.03;0.02;66.11004639;0.746420759;98.00%;2.346963167;0.1;0.1;2.5;80.00%;0.9;0.85;19458.9204517;3256.3603746;22715.2808264;11.6927835;1000;0.2;800
61.93%;4.93%;23.71%;2.08%;0.77%;0.91%;0.01%;0.13%;0.11%;5.42%;262.2002982;82.7994589;30.3012971;5097.0227178;88.05%;667.4401889;362.9567095;42.9414202;46.6900290;0.0238667;11.6258172;44.1343138;29.2110553;613.8501859;700.6191478;539.5769899;529.3621085;;74.71894073;1.2;80.00%;96.91%;0.05;144.5546112;3;153.7180786;0.03;0.02;65.8082962;0.748042840;98.00%;2.026868343;0.1;0.1;2.5;80.00%;0.9;0.85;21470.7100777;3310.0735355;24780.7836131;12.5618661;1000;0.2;800
60.97%;2.77%;17.03%;0.56%;0.54%;0.54%;0.24%;0.43%;0.05%;16.87%;258.1358337;61.8547116;17.5465094;6063.5154957;94.59%;705.9063956;374.3526567;36.7571809;26.2335457;0.0000000;6.5321529;24.7975759;15.5537978;498.3369404;433.4973572;401.9610911;328.8832303;;50.35378265;1.2;80.00%;100.00%;0.05;148.0249786;3;155.0028229;0.03;0.02;53.13322067;0.810904115;98.00%;2.626250267;0.1;0.1;2.5;80.00%;0.9;0.85;18378.5904543;1859.8181933;20238.4086476;22.0108303;1000;0.2;800
60.73%;3.33%;23.78%;1.90%;0.86%;0.81%;0.28%;0.41%;0.03%;7.86%;257.1197175;58.6116634;20.8046176;6573.8579408;92.28%;685.9587416;366.2119133;39.6730251;31.5370784;0.0527334;7.8527325;29.8108043;17.0116053;523.9076177;606.7178862;542.4810635;458.7329055;;62.08303452;1.2;80.00%;98.61%;0.05;141.3558807;3;158.0813599;0.03;0.02;52.20575333;0.815001744;98.00%;2.894155025;0.1;0.1;2.5;80.00%;0.9;0.85;19836.5125533;2235.8103191;22072.3228724;18.2372372;1000;0.2;800
56.31%;2.38%;18.39%;2.39%;0.30%;0.46%;0.29%;0.33%;0.10%;19.05%;238.4062456;75.7438276;15.2304206;5008.4062285;94.64%;652.3050662;345.3489959;39.1645367;22.5400140;0.1512056;5.6124635;21.3062205;14.6756819;449.5244460;465.6997681;463.6778377;353.1257959;;59.49069214;1.2;80.00%;99.73%;0.05;143.405899;3;159.6459961;0.03;0.02;63.41758347;0.760895274;98.00%;2.201515913;0.1;0.1;2.5;80.00%;0.9;0.85;19582.2683569;1597.9665344;21180.2348913;23.6596639;1000;0.2;800
56.11%;6.90%;16.19%;2.74%;1.10%;0.75%;0.18%;0.24%;0.12%;15.67%;237.5594821;57.4579182;41.6994266;4561.1024512;86.18%;591.8869699;331.4663230;43.9443088;65.3470994;0.1964350;16.2714277;61.7701349;40.7051282;701.3863530;658.9482741;382.3854935;497.6721033;;53.22797012;1.2;80.00%;99.98%;0.05;142.8779602;3;158.5729523;0.03;0.02;56.85889435;0.793602614;98.00%;2.026993752;0.1;0.1;2.5;80.00%;0.9;0.85;21972.1543819;4632.7601206;26604.9145026;8.1318841;1000;0.2;800
54.34%;4.98%;13.42%;0.86%;0.97%;0.84%;0.18%;0.40%;0.03%;23.99%;230.0656257;76.4443208;30.4139280;6321.2484198;83.42%;554.8631664;305.1613740;37.7881145;47.1635587;0.1249893;11.7437261;44.5819235;27.9697882;565.3269547;546.3663496;392.1313296;413.2214356;;73.93661499;1.2;80.00%;93.16%;0.05;142.6113281;3;140.1702881;0.03;0.02;69.57421112;0.726829300;98.00%;2.868597507;0.1;0.1;2.5;80.00%;0.9;0.85;18894.0572505;3343.6442610;22237.7015115;10.9116466;1000;0.2;800
55.79%;6.15%;24.67%;2.41%;0.60%;0.90%;0.17%;0.18%;0.09%;9.04%;236.2046607;74.5691476;37.3582058;6319.8572884;87.54%;597.7554729;331.7140322;42.0313542;58.2441538;0.1389836;14.5027943;55.0559898;39.3241360;657.6088220;753.5059216;522.7126211;568.7593353;;55.09802246;1.2;80.00%;99.98%;0.05;145.1627045;3;152.6916351;0.03;0.02;66.02139282;0.746940859;98.00%;2.674836159;0.1;0.1;2.5;80.00%;0.9;0.85;21015.6771004;4129.1992379;25144.8763384;9.0715447;1000;0.2;800
50.70%;1.60%;16.13%;1.33%;0.76%;0.30%;0.19%;0.19%;0.12%;28.68%;214.6545312;74.0712861;10.5446023;4466.4141988;95.34%;591.6313571;311.1172022;36.5850391;15.1529506;0.1762399;3.7730847;14.3235096;5.3994500;372.9330356;373.3256148;425.1559489;283.5863490;;60.90192795;1.2;80.00%;99.26%;0.05;144.3637848;3;147.9904938;0.03;0.02;66.1087265;0.746227690;98.00%;2.139152765;0.1;0.1;2.5;80.00%;0.9;0.85;18292.5195672;1074.2632164;19366.7827835;31.6875000;1000;0.2;800
51.40%;7.44%;16.68%;1.45%;1.05%;0.69%;0.27%;0.49%;0.01%;20.52%;217.6182032;41.1046029;44.6976389;4712.4548326;80.68%;507.5628272;290.0329910;39.5769941;70.4612202;0.2144929;17.5448438;66.6043194;44.9794425;696.0889982;700.0648118;397.2406547;527.9772558;;61.47829056;1.2;80.00%;96.20%;0.05;140.0429993;3;143.190094;0.03;0.02;50.18518829;0.823517943;98.00%;2.45138979;0.1;0.1;2.5;80.00%;0.9;0.85;19788.4970331;4995.3239561;24783.8209893;6.9086022;1000;0.2;800
53.74%;4.59%;16.68%;2.34%;0.99%;0.55%;0.16%;0.25%;0.13%;20.59%;227.5253354;54.7403624;28.0749973;4897.3553995;89.35%;587.7193551;320.4499611;38.7978542;43.4700270;0.1125430;10.8240367;41.0905680;25.0116722;556.2994535;552.0395884;418.5897509;417.3340724;;64.08628845;1.2;80.00%;98.99%;0.05;145.5987091;3;145.2440491;0.03;0.02;55.35877228;0.800716442;98.00%;2.350034714;0.1;0.1;2.5;80.00%;0.9;0.85;19398.9270813;3081.7926020;22480.7196833;11.7080610;1000;0.2;800
55.91%;6.91%;21.06%;2.71%;1.01%;0.58%;0.29%;0.39%;0.04%;11.10%;236.7127187;63.8389004;41.7449332;5742.5578173;82.38%;563.7921581;317.0807984;39.5702647;65.4418053;0.1261960;16.2950095;61.8596569;41.4968747;689.2805038;768.6801562;493.5997370;579.8601549;;65.10405731;1.2;80.00%;95.66%;0.05;140.6115112;3;145.2624207;0.03;0.02;62.51800537;0.765677987;98.00%;2.568996906;0.1;0.1;2.5;80.00%;0.9;0.85;19785.1323315;4639.4742657;24424.6065972;8.0911722;1000;0.2;800
60.66%;2.79%;16.09%;0.98%;1.14%;0.86%;0.12%;0.41%;0.13%;16.81%;256.8233503;69.4084211;17.6658356;4695.0957814;92.28%;685.1556962;363.7928373;40.0154782;26.4229576;0.0278231;6.5793164;24.9766198;10.8972910;489.7090323;454.0490886;423.7213059;344.3296304;;68.9129715;1.2;80.00%;97.63%;0.05;143.1831512;3;154.4785919;0.03;0.02;58.43152618;0.786100829;98.00%;2.022666693;0.1;0.1;2.5;80.00%;0.9;0.85;20007.7391071;1873.2464836;21880.9855906;21.7419355;1000;0.2;800
60.55%;5.01%;14.84%;0.66%;0.44%;0.73%;0.15%;0.19%;0.08%;17.36%;256.3576304;75.5220595;30.7482414;5738.2627574;90.53%;670.9729467;365.0385447;42.7592385;47.4476765;0.0636695;11.8144714;44.8504893;32.4250278;620.7644831;509.5033066;342.7799719;385.9919027;;51.02019119;1.2;80.00%;100.00%;0.05;149.1894073;3;158.7316284;0.03;0.02;62.3008461;0.766805701;98.00%;2.323005676;0.1;0.1;2.5;80.00%;0.9;0.85;21379.6192683;3363.7866963;24743.4059645;12.0858283;1000;0.2;800
51.19%;2.94%;12.26%;1.86%;0.49%;0.85%;0.28%;0.28%;0.05%;29.81%;216.7291016;48.0655406;18.3154884;4761.2688032;92.32%;578.4344786;309.3058973;38.0174288;27.8435467;0.2348344;6.9330431;26.3194488;17.1734894;450.0636670;396.9411859;366.8621472;300.9963059;;74.01325989;1.2;80.00%;98.95%;0.05;148.1345825;3;153.3393707;0.03;0.02;51.1411972;0.819464317;98.00%;2.472417355;0.1;0.1;2.5;80.00%;0.9;0.85;19008.7144175;1973.9586601;20982.6730776;17.4115646;1000;0.2;800
51.20%;3.12%;21.40%;1.59%;0.66%;0.49%;0.24%;0.25%;0.12%;20.94%;216.7714398;66.5388762;19.4439618;5845.0521379;91.60%;574.0727636;307.8606562;36.7035386;29.5482536;0.1628334;7.3575152;27.9308436;17.1049275;459.1070916;545.0382148;503.9985561;412.2057755;;71.19049072;1.2;80.00%;98.62%;0.05;147.795105;3;145.2370911;0.03;0.02;63.36550522;0.761242090;98.00%;2.826148987;0.1;0.1;2.5;80.00%;0.9;0.85;18351.7693198;2094.8132719;20446.5825918;16.4102564;1000;0.2;800
54.72%;7.55%;15.18%;1.90%;1.29%;0.72%;0.04%;0.48%;0.04%;18.08%;231.6744763;66.5503580;45.5062381;6037.0637491;82.06%;549.6177366;312.2539423;44.9298123;71.5029855;0.2318494;17.8042434;67.5890607;43.8486547;721.8005504;685.0835580;372.6148356;517.2476820;;68.96083069;1.2;80.00%;97.05%;0.05;142.3395844;3;154.2567902;0.03;0.02;64.94652557;0.752801088;98.00%;2.667975664;0.1;0.1;2.5;80.00%;0.9;0.85;22464.9061564;5069.1795523;27534.0857087;7.2476821;1000;0.2;800
56.30%;1.85%;16.79%;0.60%;0.79%;0.73%;0.13%;0.59%;0.15%;22.08%;238.3639074;85.8497797;12.1593525;6995.4621642;95.75%;659.8382622;347.2552319;38.1430890;17.5205991;0.0550316;4.3626292;16.5615579;6.9531141;419.7971760;393.7770037;423.8408635;299.2376307;;50.35709;1.2;80.00%;99.84%;0.05;141.1130524;3;150.4221344;0.03;0.02;67.53204346;0.738532012;98.00%;2.99291563;0.1;0.1;2.5;80.00%;0.9;0.85;19071.5445209;1242.1168439;20313.6613648;30.4324324;1000;0.2;800
52.96%;7.56%;13.44%;0.62%;0.98%;0.34%;0.16%;0.17%;0.11%;23.67%;224.2229580;47.1659945;45.4759836;4849.5987221;83.53%;541.4734799;307.9846201;42.3355867;71.5976915;0.1997475;17.8278252;67.6785826;46.4004013;718.9361398;609.9827921;296.8466131;460.6192092;;68.25611115;1.2;80.00%;99.35%;0.05;147.7726593;3;149.1339569;0.03;0.02;52.88827896;0.811873772;98.00%;2.340725899;0.1;0.1;2.5;80.00%;0.9;0.85;21167.7933573;5075.8936974;26243.6870547;7.0052910;1000;0.2;800
58.25%;7.42%;21.34%;0.42%;0.78%;0.32%;0.28%;0.19%;0.09%;10.91%;246.6198509;66.6385137;44.7830806;6471.0296884;81.36%;580.0617563;327.4272385;41.5936243;70.2718083;0.1410572;17.4976803;66.4252755;46.9959494;728.3713918;762.1350186;454.2743316;575.0738178;;73.14980316;1.2;80.00%;94.92%;0.05;141.9624786;3;151.1214752;0.03;0.02;63.04632187;0.762935363;98.00%;2.773929119;0.1;0.1;2.5;80.00%;0.9;0.85;20796.8121418;4981.8956659;25778.7078078;7.8504043;1000;0.2;800
54.12%;2.53%;21.91%;2.83%;1.05%;0.45%;0.21%;0.19%;0.09%;16.61%;229.1341860;67.0766779;16.0420147;5058.8228417;94.43%;625.5140762;332.0816996;39.9067614;23.9606031;0.1984004;5.9661902;22.6490495;9.7518803;446.2527260;531.4967197;522.8228470;402.3033021;;51.56065369;1.2;80.00%;100.00%;0.05;148.21492;3;159.0340881;0.03;0.02;60.52676773;0.775811032;98.00%;2.344122648;0.1;0.1;2.5;80.00%;0.9;0.85;19953.3806811;1698.6787109;21652.0593920;21.3913043;1000;0.2;800
62.34%;7.19%;12.58%;0.71%;1.01%;0.79%;0.26%;0.14%;0.07%;14.91%;263.9361632;87.5438668;43.6284741;7134.9325616;86.99%;663.7952664;369.7719582;26.8417077;68.0935716;0.0000000;16.9552993;64.3662710;43.5057785;752.7645308;580.9690968;279.2512075;439.6646127;;52.44552612;1.2;80.00%;100.00%;0.05;149.266098;3;147.5487366;0.03;0.02;68.01745605;0.735785935;98.00%;2.640318871;0.1;0.1;2.5;80.00%;0.9;0.85;13420.8538274;4827.4703286;18248.3241560;8.6703755;1000;0.2;800
58.52%;2.95%;15.81%;2.79%;1.13%;0.79%;0.26%;0.31%;0.08%;17.36%;247.7629816;74.2968777;18.6037096;5271.8374104;93.21%;667.6738369;355.4364529;37.3520045;27.9382526;0.0073875;6.9566249;26.4089707;12.1252360;491.8698530;468.6990060;429.3841585;355.2840130;;60.18153;1.2;80.00%;99.13%;0.05;143.4729004;3;148.8680573;0.03;0.02;61.87932205;0.768950660;98.00%;2.263065815;0.1;0.1;2.5;80.00%;0.9;0.85;18676.0022718;1980.6728052;20656.6750770;19.8372881;1000;0.2;800
57.13%;5.33%;23.24%;1.82%;0.92%;0.47%;0.04%;0.47%;0.08%;10.49%;241.8779757;64.0298361;32.5235216;5308.7126326;89.40%;625.1755780;342.6225327;34.7116656;50.4782666;0.0000000;12.5690884;47.7151912;30.8809178;619.1733169;678.4643438;495.6301295;512.3185327;;53.9776001;1.2;80.00%;100.00%;0.05;148.5189209;3;140.483963;0.03;0.02;58.85536957;0.784144278;98.00%;2.318099022;0.1;0.1;2.5;80.00%;0.9;0.85;17355.8328150;3578.6393396;20934.4721546;10.7185741;1000;0.2;800
55.81%;1.73%;23.86%;2.03%;0.92%;0.26%;0.24%;0.46%;0.05%;14.63%;236.2893370;68.0446573;11.3497523;4887.1649180;93.30%;637.3792475;335.1284421;35.9685301;16.3841278;0.0714729;4.0796478;15.4872947;5.0521553;402.2412783;536.6877950;576.0623635;406.1239920;;74.80568695;1.2;80.00%;97.06%;0.05;146.0972443;3;147.0819397;0.03;0.02;60.35780716;0.776629501;98.00%;2.273275614;0.1;0.1;2.5;80.00%;0.9;0.85;17984.2650611;1161.5471027;19145.8121638;32.2601156;1000;0.2;800
62.36%;1.55%;21.73%;0.97%;0.50%;0.86%;0.13%;0.30%;0.07%;11.54%;264.0208395;86.4289143;10.5040165;6905.9914657;96.78%;738.7178650;386.7120713;22.1578178;14.6794209;0.0000000;3.6551758;13.8758999;7.1207172;437.6572690;458.8360563;500.5004337;348.3140228;;52.19517517;1.2;80.00%;100.00%;0.05;144.756958;3;153.4610596;0.03;0.02;63.70825195;0.759446521;98.00%;2.772539616;0.1;0.1;2.5;80.00%;0.9;0.85;11078.9088769;1040.6924909;12119.6013677;40.2322581;1000;0.2;800
53.56%;5.78%;16.81%;0.38%;1.22%;0.76%;0.29%;0.45%;0.07%;20.68%;226.7632483;49.0119110;34.9889946;4438.3812650;81.63%;535.1420310;297.9132302;39.6978862;54.7400339;0.2516535;13.6302685;51.7436783;31.7095132;606.0341718;632.2073241;430.3679694;477.3184578;;74.48434448;1.2;80.00%;92.93%;0.05;140.6015167;3;150.3444214;0.03;0.02;54.70611572;0.803559911;98.00%;2.250667572;0.1;0.1;2.5;80.00%;0.9;0.85;19848.9431214;3880.7758692;23729.7189906;9.2664360;1000;0.2;800
54.37%;4.02%;16.66%;2.82%;0.79%;0.40%;0.07%;0.37%;0.02%;20.49%;230.1926403;65.8654607;24.7902016;5347.5590497;91.37%;608.0741358;328.8088597;42.8932375;38.0717883;0.2203362;9.4798753;35.9878177;22.5221181;530.1810498;522.3288322;423.2681431;395.3750500;;67.372612;1.2;80.00%;99.87%;0.05;148.0259705;3;159.9553833;0.03;0.02;60.90007782;0.773960115;98.00%;2.442545414;0.1;0.1;2.5;80.00%;0.9;0.85;21446.6187257;2699.0863311;24145.7050568;13.5248756;1000;0.2;800
53.48%;4.21%;20.18%;1.41%;1.43%;0.32%;0.04%;0.36%;0.14%;18.44%;226.4245430;82.8946384;25.9600795;4913.4610143;90.94%;595.2874885;323.0566099;41.8085531;39.8712012;0.1788233;9.9279291;37.6887345;18.7653028;535.9745271;564.8611818;455.0350293;427.3884147;;51.86732864;1.2;80.00%;100.00%;0.05;145.1808929;3;153.2343445;0.03;0.02;69.93768311;0.724612094;98.00%;2.13072753;0.1;0.1;2.5;80.00%;0.9;0.85;20904.2765483;2826.6550881;23730.9316364;12.7030879;1000;0.2;800
62.98%;4.91%;21.73%;0.56%;1.00%;0.48%;0.21%;0.28%;0.10%;7.76%;266.6458062;78.3743171;30.2041424;6925.6257539;90.17%;695.1066130;377.0950305;37.9672604;46.5006171;0.0000000;11.5786537;43.9552699;27.2275622;625.8595864;619.9035347;456.9481484;468.8641145;;58.96882629;1.2;80.00%;99.04%;0.05;141.3502502;3;155.5711823;0.03;0.02;62.36809921;0.766478911;98.00%;2.725027084;0.1;0.1;2.5;80.00%;0.9;0.85;18983.6302081;3296.6452453;22280.2754534;12.8268839;1000;0.2;800
